"HDR,PRCSCHD,1,SWCH,SWCH,3CXO,17/07/2025,01:21:44,0001,25948"
"RETAILER,SWCH,SWCH,Slingshot"
"CUSTOMER,Residential"
"ATTRIBUTE,ANZSIC,,,1"
"ATTRIBUTE,BUNDLED_OTHER,,,ONLY AVAILABLE BUNDLED WITH BROADBAND  WITH OTHER POTENTIAL BENEFITS"
"ATTRIBUTE,CREDIT_CHECK,,,"
"PLAN,VECT_ARUL_Mar2017,Slingshot uncontrolled low user plan,,,,Y"
"ATTRIBUTE,DISCOUNT_OTHER,,,$20 DISCOUNT PER MONTH FOR BUNDLING POWER WITH BROADBAND"
"ATTRIBUTE,METER_TYPE_NHH,,,"
"NETWORK,UNET,,WRNLU WRNSU WRUL WRUS,"
"NETWORK,VECT,,ARNLU ARNSU ARUL ARUS,"
"TARIFF,155938,Uncontrolled Usage Charge,V,0.34173913,kWh,X,UN,24"
"TARIFF,155939,Uncontrolled Usage Charge,V,0.34173913,kWh,X,CN,19"
"TARIFF,155940,Uncontrolled Usage Charge,V,0.34173913,kWh,X,CN,18"
"TARIFF,155941,Uncontrolled Usage Charge,V,0.34173913,kWh,X,CN,16"
"TARIFF,155942,Uncontrolled Usage Charge,V,0.34173913,kWh,X,CN,13"
"TARIFF,155943,Uncontrolled Usage Charge,V,0.34173913,kWh,X,CN,11"
"TARIFF,155944,Uncontrolled Usage Charge,V,0.34173913,kWh,X,CN,9"
"TARIFF,155945,Uncontrolled Usage Charge,V,0.34173913,kWh,X,CN,8"
"TARIFF,155946,Uncontrolled Usage Charge,V,0.34173913,kWh,X,D,16"
"TARIFF,155947,Uncontrolled Usage Charge,V,0.34173913,kWh,X,N,8"
"TARIFF,155948,Uncontrolled Usage Charge,V,0.34173913,kWh,X,IN,19"
"TARIFF,155949,Uncontrolled Usage Charge,V,0.34173913,kWh,X,IN,18"
"TARIFF,155950,Uncontrolled Usage Charge,V,0.34173913,kWh,X,IN,16"
"TARIFF,155951,Uncontrolled Usage Charge,V,0.34173913,kWh,X,IN,13"
"TARIFF,155952,Uncontrolled Usage Charge,V,0.34173913,kWh,X,IN,11"
"TARIFF,155953,Uncontrolled Usage Charge,V,0.34173913,kWh,X,IN,9"
"TARIFF,155954,Uncontrolled Usage Charge,V,0.34173913,kWh,X,IN,8"
"TARIFF,155955,Uncontrolled Usage Charge,V,0.34173913,kWh,X,IN,24"
"TARIFF,155956,Uncontrolled Usage Charge,V,0.34173913,kWh,X,CN,20"
"TARIFF,155957,Uncontrolled Usage Charge,V,0.34173913,kWh,X,CN,17"
"TARIFF,155958,Uncontrolled Usage Charge,V,0.34173913,kWh,X,CN,10"
"TARIFF,155959,Uncontrolled Usage Charge,V,0.34173913,kWh,X,IN,17"
"TARIFF,155960,Uncontrolled Usage Charge,V,0.34173913,kWh,X,N,10"
"TARIFF,155961,Uncontrolled Usage Charge,V,0.34173913,kWh,X,D,14"
"TARIFF,155962,Uncontrolled Usage Charge,V,0.34173913,kWh,X,IN,20"
"TARIFF,155963,Uncontrolled Usage Charge,V,0.34173913,kWh,X,NC,8"
"TARIFF,155964,Uncontrolled Usage Charge,V,0.34173913,kWh,X,IN,5"
"TARIFF,155965,Uncontrolled Usage Charge,V,0.34173913,kWh,X,IN,12"
"TARIFF,155966,Uncontrolled Usage Charge,V,0.34173913,kWh,X,DC,16"
"TARIFF,155967,Uncontrolled Usage Charge,V,0.34173913,kWh,X,NO,8"
"TARIFF,155968,Uncontrolled Usage Charge,V,0.34173913,kWh,X,DIN,14"
"TARIFF,155969,Uncontrolled Usage Charge,V,0.34173913,kWh,X,DIN,16"
"TARIFF,155970,Uncontrolled Usage Charge,V,0.34173913,kWh,X,DIN,19"
"TARIFF,155971,Uncontrolled Usage Charge,V,0.34173913,kWh,X,NIN,8"
"TARIFF,155972,Uncontrolled Usage Charge,V,0.34173913,kWh,X,NIN,10"
"TARIFF,155973,Uncontrolled Usage Charge,V,0.34173913,kWh,X,NIN,14"
"TARIFF,155974,Uncontrolled Usage Charge,V,0.34173913,kWh,X,NIN,16"
"TARIFF,159124,Fixed Daily Charge,F,1.50000000,day,,,"
"PLAN,VECT_ARCL_Mar2017,Slingshot controlled low user plan,,,,Y"
"ATTRIBUTE,METER_TYPE_NHH,,,"
"ATTRIBUTE,DISCOUNT_OTHER,,,$20 DISCOUNT PER MONTH FOR BUNDLING POWER WITH BROADBAND"
"NETWORK,UNET,,WRCL WRCS WRNLC WRNSC,"
"NETWORK,VECT,,ARCL ARCS ARNLC ARNSC,"
"TARIFF,155975,All-Inclusive Usage Charge,V,0.32547826,kWh,X,UN,24"
"TARIFF,155976,All-Inclusive Usage Charge,V,0.32547826,kWh,X,CN,19"
"TARIFF,155977,All-Inclusive Usage Charge,V,0.32547826,kWh,X,CN,18"
"TARIFF,155978,All-Inclusive Usage Charge,V,0.32547826,kWh,X,CN,16"
"TARIFF,155979,All-Inclusive Usage Charge,V,0.32547826,kWh,X,CN,13"
"TARIFF,155980,All-Inclusive Usage Charge,V,0.32547826,kWh,X,CN,11"
"TARIFF,155981,All-Inclusive Usage Charge,V,0.32547826,kWh,X,CN,9"
"TARIFF,155982,All-Inclusive Usage Charge,V,0.32547826,kWh,X,CN,8"
"TARIFF,155983,All-Inclusive Usage Charge,V,0.32547826,kWh,X,D,16"
"TARIFF,155984,All-Inclusive Usage Charge,V,0.32547826,kWh,X,N,8"
"TARIFF,155985,All-Inclusive Usage Charge,V,0.32547826,kWh,X,IN,19"
"TARIFF,155986,All-Inclusive Usage Charge,V,0.32547826,kWh,X,IN,18"
"TARIFF,155987,All-Inclusive Usage Charge,V,0.32547826,kWh,X,IN,16"
"TARIFF,155988,All-Inclusive Usage Charge,V,0.32547826,kWh,X,IN,13"
"TARIFF,155989,All-Inclusive Usage Charge,V,0.32547826,kWh,X,IN,11"
"TARIFF,155990,All-Inclusive Usage Charge,V,0.32547826,kWh,X,IN,9"
"TARIFF,155991,All-Inclusive Usage Charge,V,0.32547826,kWh,X,IN,8"
"TARIFF,155992,All-Inclusive Usage Charge,V,0.32547826,kWh,X,IN,24"
"TARIFF,155993,All-Inclusive Usage Charge,V,0.32547826,kWh,X,CN,20"
"TARIFF,155994,All-Inclusive Usage Charge,V,0.32547826,kWh,X,CN,17"
"TARIFF,155995,All-Inclusive Usage Charge,V,0.32547826,kWh,X,CN,10"
"TARIFF,155996,All-Inclusive Usage Charge,V,0.32547826,kWh,X,IN,17"
"TARIFF,155997,All-Inclusive Usage Charge,V,0.32547826,kWh,X,N,10"
"TARIFF,155998,All-Inclusive Usage Charge,V,0.32547826,kWh,X,D,14"
"TARIFF,155999,All-Inclusive Usage Charge,V,0.32547826,kWh,X,IN,20"
"TARIFF,156000,All-Inclusive Usage Charge,V,0.32547826,kWh,X,NC,8"
"TARIFF,156001,All-Inclusive Usage Charge,V,0.32547826,kWh,X,IN,5"
"TARIFF,156002,All-Inclusive Usage Charge,V,0.32547826,kWh,X,IN,12"
"TARIFF,156003,All-Inclusive Usage Charge,V,0.32547826,kWh,X,DC,16"
"TARIFF,156004,All-Inclusive Usage Charge,V,0.32547826,kWh,X,NO,8"
"TARIFF,156005,All-Inclusive Usage Charge,V,0.32547826,kWh,X,DIN,14"
"TARIFF,156006,All-Inclusive Usage Charge,V,0.32547826,kWh,X,DIN,16"
"TARIFF,156007,All-Inclusive Usage Charge,V,0.32547826,kWh,X,DIN,19"
"TARIFF,156008,All-Inclusive Usage Charge,V,0.32547826,kWh,X,NIN,8"
"TARIFF,156009,All-Inclusive Usage Charge,V,0.32547826,kWh,X,NIN,10"
"TARIFF,156010,All-Inclusive Usage Charge,V,0.32547826,kWh,X,NIN,14"
"TARIFF,156011,All-Inclusive Usage Charge,V,0.32547826,kWh,X,NIN,16"
"TARIFF,156012,All-Inclusive Usage Charge,V,0.32547826,kWh,X,NIN,19"
"TARIFF,159125,Fixed Daily Charge,F,1.50000000,day,,,"
"PLAN,VECT_ARUS_Mar2017,Slingshot uncontrolled standard user plan,,,,N"
"ATTRIBUTE,DISCOUNT_OTHER,,,$20 DISCOUNT PER MONTH FOR BUNDLING POWER WITH BROADBAND"
"ATTRIBUTE,METER_TYPE_NHH,,,"
"NETWORK,UNET,,WRNLU WRNSU WRUL WRUS,"
"NETWORK,VECT,,ARNLU ARNSU ARUL ARUS,"
"TARIFF,156013,Uncontrolled Usage Charge,V,0.27217391,kWh,X,UN,24"
"TARIFF,156014,Uncontrolled Usage Charge,V,0.27217391,kWh,X,CN,19"
